,맛_음식,상품명
360,"포엠 화이트와인, 750ml, 12% 옐로 다이아몬드의 색을 그대로 가진 화이트 와인이다. 달콤함과 산뜻함을 가진 향, 더불어 잘 익은 청포도의 향이 뒷받쳐 준다. 입속에 머금은 순간 잘 익은 포도를 깨무는 듯한 식감이 펼쳐지며 마지막에 떨어지는 신맛은 식욕을 더욱 돋우는 매력이 있다.달콤함은 식전주, 식주에서 활약할 수 있지만, 산미 역시 좋기에 식중주로도 가능하다. 이왕이면 와인 맛을 잘 느끼고자 담백한 요리를 추천한다. 주로 바닷가 요리와 잘 어울릴 수 있으며, 담백한 광어, 우럭 및 조개찜 등과도 좋은 조합을 보일 것이다.",포엠 화이트와인
361,"하향주 증류주, 700ml, 45% 맑은 증류주색을 가지고 있으며 적절한 단맛과 산미의 조화가 잘 이루어져 있는 술이다. 입 안에서는 고소한 곡물의 느낌이 강하고 마시고 난 후에는 깔끔한 산미가 입 전체를 정리해주는 듯하다. 긴 여운이 남는 쓴맛이 음식을 부른다. 찜닭과 잘 어울린다.",하향 주증류주
362,"시나브로 로제와인, 500ml, 10% 잔잔한 포돗빛을 띈 로제 와인이다. 우리가 자주 접하는 캠벨얼리의 풍부하고 상큼한 향으로 시작을 하며, 입안에 머금는 순간 부드러운 단맛이 기억에 많이 남는다. 전체적으로 매운맛, 쓴맛, 그리고 타닌감은 없지만, 식전 주에는 식욕을 돋우는 와인으로, 식후에는 입속에 좋은 향기를 느끼게 하는 와인으로는 적합한 와인으로 볼 수 있다. 산미가 적은 부드러운 좋은 와인인 만큼 드레싱을 뿌린 샐러드와도 잘 어울리며, 새우튀김 등과 함께 즐겨도 좋다.",시나브로 로제와인
363,"샹스프랑보아즈, 300ml, 13% 가벼운 느낌의 복분자 와인. 진한 복분자주보다는 산뜻한 로제와인과 같은 느낌이 든다. 적보라의 빛을 지니고 있고 상큼한 과일향이 난다. 담백한 모짜렐라치즈 등과 잘 어울린다.",샹스프랑보아즈
364,"라이스퐁당 17, 500ml, 17% 라이스퐁당 13%에 비해 전체적으로 맛과 향이 짙다. 옅은 호박색을 가진 술로 삼지구엽초와 감초가 들어가 약재를 푹 삶았을때의 풀 향이 매우 특징적인 술이다. 멥쌀이 아닌 찹쌀만 이용해 술을 빚어 맛있는 단맛이 매력적이고 뒤에 잘 익은 과일의 산뜻한 산미가 입 안을 개운하게 해준다. 진한 양념으로 만든 닭볶음탕이 제격이다.",라이스퐁당 17
365,"한산소곡주(살균주) 750ml, 16% 연한 담황색에 매운 고추향이 올라오는 것이 매력적이다. 맑은 조청에 물을 타서 먹는 느낌이 처음에 드는데 아주 맛있는 단맛을 가지고 있다. 산미가 적어 입 안을 꽉 차게 만들어 주며 전체적으로 모시잎에서 나오는 독특한 모시잎차맛이 처음부터 끝까지 은은하게 자리를 잡고 그 위에 단맛이 잘 퍼진다. 좋은 술이다. 술이 곧 안주다.",한산소곡주(살균주)
366,"솔송주 (골드) 375ml, 13% 익은 감에서 나는 은은한 과실향과 곡물의 발효향이 특징이며 바디감이 진하고 목넘김이 깔끔하다. 전체적으로 오미의 균형이 잘 갖춰져 있다. 매일 마시는 반주로 손색이 없다.",솔송주 (골드)
367,"홍삼명주 500ml, 14% 진하게 홍삼향이 올라오지만 맛은 가겹고 목넘김이 깔끔하다. 전체적으로 단맛은 적고 산미가 있다. 봄에 나오는 나물무침과 잘 어울린다.",홍삼명주 500ml
368,"초선의 꿈 (로제) 375ml , 12% 눈을 황홀하게 하는 아름다운 로제와인의 색에 은은하게 올라오는 베리향, 오미의 균형이 잘 갖춰져 있으며 바디감이 있고 목넘김이 깨끗하다. 견과류와 잘 어울린다.",초선의 꿈 (로제)
369,"감홍로 청자, 700ml, 40% 맑은 담황색을 가지고 있으며 여러 가지 약재향이 함께 올라온다. 입 안에 넣으면 단맛과 알코올맛이 입 전체를 가득 채우고 술을 마시고 난 후에는 아주 깔끔한 산미가 혀에 자리를 잡아 술을 깔끔하게 만들어준다. 육회와 잘 어울린다.",감홍로 청자
370,"지리산 허브잎 술, 750ml, 6% 연한 노란빛이 인상적이다. 익은 곡물향이 강하게 올라오고 그 사이로 달콤함 향이 묻어 나온다. 단맛은 적고 연한 산미가 좋아 입 안 전체를 가볍게 만들어 준다. 전체적으로 단맛이 적어 음식과의 궁합을 잘 맞출 수 있는 술이다. 특히 닭갈비랑 잘 어울린다.",지리산 허브잎 술
371,"호담 산양산삼주, 375ml, 13% 물처럼 맑은 황금색을 가진 술로 은은하게 인삼향이 올라온다. 단맛과 신맛의 조화가 잘 갖춰져 있으며 독특하게 잘 만든 육포의 맛이 난다. 술을 마시고 난 후에 은은하게 남는 쓴맛과 알코올이 뒷맛을 묵직하게 만들어준다. 백설기 등과 같은 떡과 잘 어울린다.",호담 산양산삼주
372,"자희향 나비 500ml, 8% 은은한 수박향이 올라오고 첫 맛과 목넘김 후 뒷맛이 가볍다. 입 안에서 부드러운 아이스크림이 녹듯 사라진다. 혀에 남는 미세한 텁텁함이 좋다. 피자랑 잘 어울린다.",자희향 나비
373,"명인 안동소주, 800ml, 45% 알코올도수가 높지만 신선한 향이 올라온다. 술을 입에 넣으면 크림과 같은 부드러움이 입 안 전체를 채워주고 알코올이 혀를 자극시킨다. 목넘김이 좋고 술을 마시고 난 후에 여운이 짧다. 간고등어 구이와 잘 어울린다.",명인 안동소주 호리병
374,"톡 한잔 소주, 500ml, 30% 높은 불에 증류한 듯한 불향과 고소함이 함께 올라온다. 입에 넣으면 알코올 도수에 비해 도수가 낮아 보여 술이 부드럽게 넘어간다. 술을 마시고 난 후에 박하와 같이 화한 느낌이 혀에 남아 깔끔함을 준다. 황태전골, 두부전골 등 국물요리와 잘 어울린다.",톡 한잔 소주
375,"톡 한잔 골드, 500ml, 43% 맑은 담황색을 가지고 있으며 곡물 숙성된 향과 신선한 풀향이 알코올과 섞여 진하게 올라온다. 입 안에 부드럽게 들어오는데 독특하게 매운맛이 입 안 전체에 퍼지면서 오래 간다. 단맛과 신맛, 쓴맛이 복합적으로 느껴진다. 새우 깐풍기와 잘 어울린다.",톡 한잔 골드
376,"미르25 375ml, 25% 알코올 도수에 비해 향이 풍만하고 미세한 단맛이 술 전체를 부드럽게 만들어 준다. 매우 남성적인 술이다. 삼겹살과 잘 어울린다.",미르25
377,"소곡화주 500ml, 41% 물처럼 맑고 투명하지만 상압증류기를 이용해 불에 그을린듯한 향이 강하게 올라온다. 알코올 도수에 비해 자극적이지는 않지만 술을 입에 넣으면 입술과 혀를 서서히 자극시킨다. 입 안에 탄 듯한 맛이 남는 것이 강한 남자 같은 술 같다. 전골류와 잘 어울린다.",녹천 소곡화주 500ml
378,"다래와인 3004, 375ml, 8% 진한 황색 빛깔의 술로 푹 익은 다래에서 나는 진한 과실향이 올라온다. 입에 넣으면 점도 있으면서 묵직하게 입 안 전체를 채우고 단맛과 신맛의 조화가 잘 갖춰져 있다. 목넘김이 매우 부드럽고 먹고 난 후에 잡맛이 없이 깔끔하다. 소고기 구이와 잘 어울린다.",다래와인 3004
379,"호담 300ml, 20% 예쁘고 작은 병 안에 산양산삼이 들어있다. 연한 미색을 가지고 있고 신선한 삼향이 코에 가득히 올라온다. 삼의 쓴맛이 알코올과 희석되어 혀를 자극시킨다. 알코올 도수가 높지 않아 약용주로 편하게 마실 수 있는 술이다. 닭백숙과 잘 어울린다.",호담 300ml
380,"대윤 가야곡 왕주, 750ml, 13% 맑은 담황색의 술이다. 푹 익은 곡물에서 나오는 조청향이 있다. 단맛과 신맛의 조화가 잘 갖춰져 있고 술맛이 튀지 않는다. 목넘김이 깔끔하고 알코올에 의한 맛이 식도를 자극시킨다. 술을 마시고 난 후에 술의 쓴맛이 기분 좋게 입 안을 자극시킨다. 쭈꾸미 볶음과 잘 어울린다.",대윤 가야곡 왕주
381,"주몽 복분자주, 375ml, 16% 붉은 진주빛을 가지고 있으며 잘 익은 검은 과실향이 올라온다. 술을 입에 넣으면 단맛이 가장 먼저 올라오고 그 다음 산미가 뒤따라온다. 목넘김은 가볍고 깔끔하다. 술을 마시고 난 후에 미세하게 남는 쓴맛과 알코올 맛을 느낄 수 있다. 케이크 등 디저트 음식과 잘 어울린다.",주몽 복분자주
382,"대관령 복분자주, 400ml, 16% 진한 검붉은 색깔을 가지고 있으며 신선한 과실향이 올라온다. 신맛과 단맛의 조화가 잘 갖춰져 있으며 첫 맛은 진하고 시간이 지날수록 가벼워진다. 술을 마시고 난 후에는 알코올에 의해 자극적인 맛이 입 안에 남아 안주를 당기게 한다. 보쌈과 잘 어울린다.",대관령 복분자주
383,"진심 홍삼주 19도, 375ml, 19% 연한 미색이며 인삼밭에 와 있는 느낌이 들 정도의 향기를 가지고 있다. 미세한 단맛에 은은하게 들어오는 쓴맛이 입 안 전체를 채운다. 매우 가볍고 부드럽다. 누구나 편하게 즐길 수 있는 술이다. 문어숙회와 잘 어울린다.",진심 홍삼주 19도
384,"설레온, 375ml, 40% 은은한 알코올향이 산뜻하게 올라오고 술을 입에 넣으면 처음에는 부드럽게 들어가지만 그 뒤에 알코올의 자극적인 맛이 입 전체를 채운다. 술을 마시고 난 후에 혀에 남는 진한 알코올이 긴 여운을 남겨 음식을 당기게 만든다. 한우 구이가 제격이다.",설레온
385,"계룡백일주, 600ml, 40% 계룡백일주 30%짜리보다 좀 더 다양한 향기가 올라온다. 외국의 잘 만든 진(GIN)을 먹는 것 같고 숙성이 잘 되어 도수가 높지만 술이 매우 부드럽고 목넘김 또한 좋다. 입 안에 솔잎 등에서 나는 은은한 잔맛이 기분을 좋게 한다. 집에 오래 두면서 저녁 반주로 좋은 술이다.",계룡백일주 40도
386,"소양강 생 막걸리, 6% 밀가루와 팽화미를 이용해 고소한 맛과 텁텁함이 있다. 단맛이 적고 산미가 도드라지며 목넘김이 깔끔하다. 마시고 난 뒤 쓴맛의 여운이 길다. 황태구이와 잘 어울린다.",소양강 생 막걸
387,"블루베리 이야기, 375ml, 12% 투명한 검붉은 빛을 가지고 있으며 신선한 베리향이 올라온다. 입에 넣으면 맛있는 단맛이 술 맛을 이끌어가며 산미는 매우 적다. 목넘김은 매우 부드럽고 술을 마시고 난 후에는 알코올의 진한 여운이 남는다. 숯불구이와 잘 어울린다.",블루베리 이야기
388,"왕율주, 330ml, 25% 혀로 느겨지는 부드럽고 깜끔한 맛, 밤향을 머금고 있는 독특한 향기가 있다. 입안에 머금고 있으면 은근한 단맛이 느껴지고 뒤에 따라오는 적절한 쓴맛이 조화를 이룬다. 고도주임데도 불구하고 의외로 목 넘김이 부드럽다. 구이를 한 고기류 음식에 잘 어울린다.",왕율주
389,"호담 산양산삼 막걸리, 750ml, 6% 입국과 쌀을 이용한 하얀색의 생막걸리로 곡물 발효 향과 인삼 향이 가득하며, 단맛이 적고 신선한 산미가 전체적으로 술을 깔끔하게 만들어 주는 것이 특징이다. 입 안에 넣으면 삼의 느낌이 꽉 차고 알코올 도수가 높지 않아 자극적이지 않고 편하게 즐길 수 있다. 김치전과 잘 어울린다.",호담 산양산삼 막걸
390,"술아 막걸리, 450ml, 8% 신맛과 단맛의 조화가 좋은 다양한 과실향을 가진 막걸리. 귀여운 디자인이지만 의외로 알코올 도수는 높은 것이 특징이다. 풍부한 향을 가지고 있어서 향을 즐기기 위해 첫 잔으로 마시는 것을 추천하며, 샐러드, 두부 등 가벼운 음식과 궁합이 좋다.",술아 막걸
391,"홍삼진심 인삼주 375ml, 19% 일반 대중적인 소주의 맛이 나며 여기에 인삼의 맛과 색이 어울어진 증류주다. 바디감과 목넘김이 가벼워 부대찌개랑 잘 어울린다.",홍삼 진심 인삼주 1set
392,"술아 순곡주, 375ml, 20% 진한 쌀 맛과 묵직한 술 맛이 그대로 살아있는 약주. 달콤함과 진함의 극치를 이룬다. 알코올 도수가 20로도 높은 만큼 맑은 장국 등 하고도 잘 어울린다. 비교적 가벼운 느낌의 맑은 소고기국, 미역국, 계란국 등도 좋은 매칭이다.",술아 순곡주
393,"청산녹수 사미인주, 750ml, 8% 쌀의 고소한 풍미가 잘 올라오고 탄산에 의한 청량감이 좋다. 단맛은 적지만 꿀의 독특함을 가지고 있고, 신맛, 쓴맛의 조화가 잘 갖추었으면서 입에 잔여 곡물이 미세한 텁텁함을 느끼게 해준다. 닭강정과 잘 어울린다.",청산녹수 사미인주
394,"고도리 레드와인 스위트, 750ml, 12% 오크숙성을 통한 깊은 아로마와 부케의 조화. 의외로 긴 후미를 가진 맛이다. 탄닌감이 강하지 않지만 충분히 육류와 즐길 수 있는 바디감이 있어 자극성 적은 육회, 수육, 불고기 등을 추천한다.",고도리 레드와인 스위트
395,"양촌 생 동동주 750ml, 10% 최대한 여과되어 바디감이 매우 깔끔하고 목넘김이 부드러운 것이 특징이며 산미가 약하고 입안에 단맛의 여운이 많이 남아 김치전과 함께 하면 좋다.",양촌 생 동동주
396,"신례명주, 750ml, 50% 높은 알코올 도수로 입안에 머금은 순간 묵직한 알코올 맛이 느껴지지만 거칠다는 느낌이 전혀 느껴지질 않는다. 감귤에서 오는 향은 단순히 겉에 맴도는 것이 아닌, 입안을 가볍게 스치며 은은히, 하지만 깊은 풍미로 다가온다. 술 자체의 맛을 즐기기 위한다면 제주도의 방어회 및 오징어 회 등을 추천하고 싶다. 도수가 너무 높게 느껴진다면 온더록스 및 탄산수 등으로 즐기는 것도 좋다.",신례명주
397,"감그린 아이스와인, 375ml, 10% 진한 감 특유의 맛을 자랑하는 와인으로 숙성을 거듭한 홍시와 같은 식감이다. 진한 맛을 자랑하는 만큼 다양한 치즈 류와도 궁합이 좋다. 가벼운 맛의 모짜렐라 치즈부터 카망베르, 스모키 치즈까지 다양한 조합을 이룬다.",감그린 아이스와인
398,"술아 연화주, 375ml, 15% 여름이 주는 청량함, 연잎이 주는 깔끔함, 쌀에서 나오는 자연스러운 단맛이 매력적이다. 같은 여름을 느끼기 위해 연잎밥 등도 추천해 본다.",술아 연화주
399,"고창선운산 땡큐블루베리주, 300ml, 13% 매혹적인 붉은 루비 색깔을 가지고 있고 블루베리 특유의 향과 맛이 그대로 느껴진다. 단맛과 신맛의 조화에 약간의 쓴맛이 오미를 완성시킨 술로 목 넘김이 가볍고 산뜻하다. 스테이크와 잘 어울린다.",고창선운산 땡큐블루베리주
