,상품명,주종,도수,용량,가격,원재료,제조사,대표자명,주소,연락처,온라인스토어,홈페이지,우리술 품평회,가격수정
362,시나브로 로제와인,과실주,10%,500ml,"￦30,000 (가격은 판매처 별로 상이할 수 있습니다)",포도(국내산_캠벨얼리),불휘농장,이근용,충북 영동군 심천면 약목2길26,043-742-5275,https://shopping.naver.com/fresh/traditionalalcohol/stores/100223357/products/3297047952,,,30000
363,샹스프랑보아즈,과실주,13%,500ml,"￦150,000(500ml*10병)(가격은 판매처 별로 상이할 수 있습니다)","복분자(고창산), 
                                        구연산, 
                                        과당, 
                                        구연산, 
                                        아스파탐, 
                                        주정, 
                                        정제수",(주)선운산복분자주 흥진,임종훈,전북 고창군 부안면 복분자로535,063-561-0209,https://shopping.naver.com/fresh/traditionalalcohol/stores/100077745,,,150000
364,라이스퐁당 17,약주,17%,500ml,"￦18,000 (가격은 판매처 별로 상이할 수 있습니다)","찹쌀(국내산), 
                                        누룩, 
                                        정제수(음양곽, 감초)",농업회사법인 (주)벗드림,김성욱,"부산광역시 북구 덕천로247번길 3, 2층",051-337-3762,,https://blog.naver.com/butdream9,,18000
365,한산소곡주(살균주),살균약주,16%,750ml,"￦12,000(가격은 판매처 별로 상이할 수 있습니다.)","찹쌀, 
                                        누룩, 
                                        백미, 
                                        정제수",녹천주조장,이임순,충청남도 서천군 한산면 한마로 105,041-951-9191,https://shopping.naver.com/fresh/traditionalalcohol/stores/100113506,,,12000
366,솔송주,살균약주,13%,375ml,"￦7,000 (가격은 판매처 별로 상이할 수 있습니다.)","정제수, 백미(국내산), 국내산 송순 농축액(송순33%, 정제수67%) 5.24%, 누룩, 조제종국, 효모",명가원 영농조합법인,정천상,경남 함양군 지곡면 지곡창촌길3,055) 963-8992,https://shopping.naver.com/fresh/traditionalalcohol/stores/100074038,,,7000
367,홍삼명주 500ml,기타주류,14%,500ml,"￦16,000 (가격은 판매처 별로 상이할 수 있습니다.)","홍삼추출액, 효모, 정백당, 정제수",자연과 인삼,김명자,충청북도 괴산군 청천면 도경로 640,02) 2675-4398,https://shopping.naver.com/fresh/traditionalalcohol/stores/100113502,,,16000
368,초선의 꿈 (로제),과실주,12%,375ml,"￦20,000 (가격은 판매처 별로 상이할 수 있습니다.)",국내산 포도 100%,여포와인농장,여인성,충북 영동군 양강면 유점지촌길 75(여포와인농장),043) 744-7702,https://shopping.naver.com/fresh/traditionalalcohol/stores/100069118,,,20000
369,감홍로 청자_700ml,일반증류주,40%,700ml,"￦90,000(가격은 판매처 별로 상이할 수 있습니다.)","쌀(70%), 
                                        조(30%), 
                                        8가지 약재(용안육, 계피, 진피, 방품, 정향, 생각, 감초, 지초)",농업회사법인(주)감홍로,이민형,경기도 파주시 파주읍 부곡리 34-7,010-2738-6233,https://shopping.naver.com/fresh/traditionalalcohol/stores/100075517,,,90000
370,지리산 허브잎 술_750ml,살균탁주,6%,750ml,"￦1,500(가격은 판매처 별로 상이할 수 있습니다.)","쌀(국내산), 
                                        종국, 
                                        정제수, 
                                        누룩, 
                                        효모, 
                                        국내산허브",지리산그린영농조합 운봉주조,최규창,전라북도 남원시 운봉읍 황산로 1018,063-634-0009,,https://herbsul.modoo.at/,,1500
371,호담 산양산삼주_375ml,약주,13%,375ml,"￦4,000(가격은 판매처 별로 상이할 수 있습니다.)","산양산삼, 
                                        정제주, 
                                        주정",대농바이오우리산삼,황성헌,경기도 광주시 퇴촌면 천진암로 684,031-798-9757,,http://www.woorisansam.com/,,4000
372,자희향 나비,탁주,8%,500ml,"￦8,000 (가격은 판매처 별로 상이할 수 있습니다.)","찹쌀(국내산), 멥쌀(국내산), 누룩(국내산), 정제수",자희자양,노영희,전라남도 함평군 신광면 신해로 92,032) 518-7111,,http://jaheejayang.modoo.at/,,8000
373,안동소주 호리병_800ml,증류식소주,45%,800ml,"￦30,000(가격은 판매처 별로 상이할 수 있습니다.)","쌀(국내산), 
                                        누룩, 
                                        정제수",명인 안동소주,박재서,경북 안동시 풍산읍 산업단지6길 6,054-856-6903,https://shopping.naver.com/fresh/traditionalalcohol/stores/100066783,,,30000
374,톡 한잔 소주_500ml,증류식소주,30%,500ml,"￦10,000(가격은 판매처 별로 상이할 수 있습니다.)","찰보리 90%, 
                                        쌀 10%",농업회사법인(유)대마주조,정덕진,전라남도 영광군 대마면 동삼로 699,061-351-9988,,https://tocksoju.modoo.at/,,10000
375,톡 한잔 골드_500ml,리큐르,43%,500ml,"￦49,000(가격은 판매처 별로 상이할 수 있습니다.)","찰보리 90%, 
                                        쌀 10%, 
                                        민들레분말, 
                                        볶음보리",농업회사법인(유)대마주조,정덕진,전라남도 영광군 대마면 동삼로 699,061-351-9988,,https://tocksoju.modoo.at/,,49000
376,미르25,증류식소주,25%,375ml,"￦18,000 (가격은 판매처 별로 상이할 수 있습니다)","쌀(국내산 경기미 100%), 누룩, 정제수",술샘,신인건,경기도 용인시 처인구 양지면 죽양대로 2298-1,070) 4218-5225,https://shopping.naver.com/fresh/traditionalalcohol/stores/100076876,,,18000
377,소곡화주_500ml,리큐르,41%,500ml,"￦22,000(가격은 판매처 별로 상이할 수 있습니다.)","찹쌀, 
                                        누룩, 
                                        백미, 
                                        정제수",녹천주조장,이임순,충청남도 서천군 한산면 한마로 105,041-951-9191,https://shopping.naver.com/fresh/traditionalalcohol/stores/100113506,,,22000
378,다래와인 3004_375ml,과실주,8%,375ml,"￦10,000(가격은 판매처 별로 상이할 수 있습니다.)",참다래,영농조합법인 오름주가,조현국,경상남도 사천시 미룡길 31-20,055-855-3626,https://shopping.naver.com/fresh/traditionalalcohol/stores/100077883,,,10000
379,호담_300ml,리큐르,20%,300ml,"￦18,000(가격은 판매처 별로 상이할 수 있습니다.)","산양산삼, 
                                        정제수, 
                                        주정",대농바이오우리산삼,황성헌,경기도 광주시 퇴촌면 천진암로 684,031-798-9757,,http://www.woorisansam.com,,18000
380,대윤 가야곡 왕주_300ml,약주,13%,300ml,"￦4,000(가격은 판매처 별로 상이할 수 있습니다.)","쌀, 
                                        누룩, 
                                        효모, 
                                        물엿, 
                                        정제수",농업회사법인 대윤가야곡주조(주),김한수,충청남도 논산시 가야곡면 매죽헌로 809,041-741-7977,https://shopping.naver.com/fresh/traditionalalcohol/stores/100112678,,,4000
381,주몽 복분자주_375ml,기타주류,16%,375ml,"￦5,000(가격은 판매처 별로 상이할 수 있습니다.)","쌀, 
                                        복분자",농업회사법인(유)술소리,김금자,전라북도 남원시 시묘길 130(오암동),063-625-5050,,https://sulsori.modoo.at/,,5000
382,대관령 복분자주_400ml,과실주,16%,400ml,"￦13,000(가격은 판매처 별로 상이할 수 있습니다.)",국내산 복분자,농업회사법인(주)홍지원,박종린,강원도 평창군 평창읍 농공단지길 24-14,033-332-8500,https://shopping.naver.com/fresh/traditionalalcohol/stores/100214392,,,13000
383,진심 홍삼주 19도,일반증류주,19%,375ml,"￦3,000(가격은 판매처 별로 상이할 수 있습니다.)","쌀, 
                                        정제주정, 
                                        인삼침출액, 
                                        홍삼농축액, 
                                        고과당 등",태평주가,이영춘,전북 진안군 진안읍 거북바위로 3길 15-35,063-433-0078,https://shopping.naver.com/fresh/traditionalalcohol/stores/100089097,,,3000
