,정보,상품명
328,명작 복분자로 국내외에서 우수한 품질을 인정 받은 국순당고창명주에서 국내산 1등급 복분자와 국내산 쌀로 빚은 살균막걸리이다. 복분자의 깊은 맛과 우리 전통 막걸리의 맛이 조화롭게 어우러진 제품이다.,선운산의 아침 복분자막걸리 
329,두레앙 와인은 와인이 떫은맛을 내는 타닌 성분이 강하지 않고 프랑스의 유명 와인인 보졸레 누보와의 소비자 비교 시음회에서 맛은 물론 가격에서도 월등하다는 평을 받은 우수한 와인이다. 천안 입장 지역의 거봉 포도는 알이 굵고 단맛이 높아 남녀노소 누구나 좋아하는 명품 포도로 자리매김하고 있다. 바로 이 거봉 포도를 주원료로 생산된 와인을 증류 숙성 여과거쳐 생산된 것이 두레앙 증류주이다. 두레앙 증류주는 증류 과정에서 두통을 유발하는 초류와 후류를 제거해 깔끔한 맛을 자랑한다. 특히 맛을 좋게 하기 위해 감압식 증류로 생산 일반 농가에서 만들어 먹는 증류주에 비해 불 냄새가 없고 포도향이 강해 제대로 된 거봉 증류주의 풍미를 만끽할 수 있다.,두레앙 증류주 
330,전국에서 가장 많은 자두를 재배하고 있는 자두특구 경북 김천의 품질 좋은 자두와 김천대학교의 양조기술이 결합하여 탄생한 자두와인이다. 한국와인의 특성 중에 하나가 포도뿐만 아니라 지역에서 생산하는 다양한 과실로 술을 빚는다는데 있는데 자두와인이 대표적인 경우이다. 2014년 대한민국 우리술품평회 과실주 부문에서 장려상을 수상하여 품질 또한 좋다.,자두와인 레드 
331,금산인삼주는 약효가 뛰어난 5년근 이상의 인삼을 저온 발효시켜 생산하는 한국을 대표하는 전통주이다. 삼국시대 백제 때부터 제조되었다고 구전되고 있으나 기록에는 1399년 도승지와 이조판서를 지낸 김문기 가문에서 대대로 내려와 현재 16대손 김창수의 조모와 모친에 의해 전승 되었다. 16대손 김창수씨는 농림축산식품부에서 지정하는 식품명인 2호로 지정되었으며 금산인삼주의 맛과 품질을 계승하고 있다.,금산인삼주 
332,국가지정 중요 무형문화재  면천두견주는 고려의 개국공신인 복지겸의 전설과 관련이 있는 술이다. 찹쌀과 두견화라 불리는 진달래꽃을 섞어 빚는 술로 가양주(家釀酒)이며 가향주(加香酒)라고 할 수 있다. 양조 횟수로 분류하면 이양주(二釀酒)이며 밑술 빚는 날로부터 발효와 숙성에 이어 저장에 이르기 까지 100일간이라는 장기공정을 거치는 발효주로 색은 담황색이고 단맛이 돌면서 점성이 있는데 일반 곡주와 달리 신맛과 누룩 냄새가 거의 없고 진달래꽃 향기가 일품이다.,면천두견주 360 
333,금산인삼주는 약효가 뛰어난 5년근 이상의 인삼을 저온 발효시켜 생산하는 한국을 대표하는 전통주이다. 삼국시대 백제 때부터 제조되었다고 구전되고 있으나 기록에는 1399년 도승지와 이조판서를 지낸 김문기 가문에서 대대로 내려와 현재 16대손 김창수의 조모와 모친에 의해 전승 되었다. 16대손 김창수는 농림축산식품부에서 지정하는 식품명인 2호로 지정되었으며 금산인삼주의 맛과 품질을 계승하고 있다.,금산인삼주 수삼단본 720ml 
334,경북 의성은 사과의 주산지로 유명한 곳이다. (주)한국애플리즈는 대대로 사과 과수원을 운영하여 온 노하우를 바탕으로 꼼꼼한 품질관리와 생산관리를 통해 한국적인 사과와인을 생산하고 있다. 한국애플리즈는 15년의 부단한 연구개발 끝에 오크통 숙성이 아닌 한국의 전통방식대로 황토옹기에서 저온숙성하여 깊고 풍부한 맛과 향을 지닌 사과와인을 선보이고 있다.,한스오차드 사과와인 
335,1933년 처음 술을 빚기 시작해 3대째 가업을 이어오고있는 전통의 신평양조장. 수년간의 연구 개발과 투자로 여러가지 술을 선보이고 있으며 당진 태생의 최상급 해나루 쌀과 백련잎을 주원료로 탄생한 술은 깊으면서도 깔끔한 뒷 맛이 특징. 2013년 찾아가는 양조장으로 선정되어 술의 전통과 역사에 대한 전시 전통주 문화 체험이 가능한 <백련양조문화원>을 운영하고 있다. 체험 프로그램 문의는 신평양조장 홈페이지나 전화로 예약이 가능하다.,백련 생막걸리 snow 
336,머루 재배지로 유명한 청정 전북 무주의 머루로 빚은 한국와인이다. 제품과 제조사 모두 많은 주류품평회 및 정부로부터 수상한 24년간 한국형 와인 개발에 노력하고 있는 덕유양조에서 생산하는 제품이다. 전통방식으로 숙성시켜 만든 구천동 머루와인은 알코올 도수가 낮고 머루 특유의 향을 지니고 있어 여성에게 큰 인기를 끌고 있는 머루와인이다.,무주 구천동 산머루주 
337,방풍도가에서 생산하고 있는 방풍막걸리 도문대작은 강릉 지역의 특산품인 방풍나물을 첨가해서 빚는 향약주이다. 도문대작 막걸리는 도수는 10%로 일반적으로 6%에 분포되어 있는 막걸리보다는 알코올 함량이 높다. 색은 뽀얀 두유색으로 묵직한 질감이 느껴진다. 향은 굉장히 드라이한 편이고 단맛은 거의 없고 산미가 있고 쓴맛이 많이 나는 막걸리이다. 또 탄산은 적은 편이어서 탁한 정도가 높고 입자는 곱고 부드러운 편이다.,도문대작 생막걸리 
338,경북 의성은 사과의 주산지로 유명한 곳이다. (주)한국애플리즈는 대대로 사과 과수원을 운영하여 온 노하우를 바탕으로 꼼꼼한 품질관리와 생산관리를 통해 한국적인 사과와인을 생산하고 있다. 한국애플리즈는 15년의 부단한 연구개발 끝에 오크통 숙성이 아닌 한국의 전통방식대로 황토옹기에서 저온숙성하여 깊고 풍부한 맛과 향을 지닌 사과와인을 선보이고 있다. 애피소드 시리즈는 애플 상그리아 호프 3종이 출시되어 있다.,애피소드 애플 
339,김포란 금을 파는 가게이고 예주란 맛있는 술을 뜻한다. 즉 금처럼 값지고 맛 있는 술을 담아 고객에게 전한다는 의미를 담고 있다. 김포별주는 옅은 필수 아미노산을 다량 함유하고 있어 피로회복을 돕는 전통 약주이며 액당화 원료처리 공법으로 제조되어 맛의 깊이가 탁월한 제품이다.,김포별주 
340,계룡산 산삼주는 해발 400m 이상의 계룡산 줄기 무공해 청정지역에서 자란 10년 전후의 산양삼을 사용하여 한 해 5천 병만 한정 생산하는 제품이다. 산양삼의 그윽한 향과 모방할 수 없는 독특한 맛이 어우러진 고급 산삼주이다. 2005년 국내 최초로 산삼주를 제조하기 시작하여 현재 미국 유럽 동남아 지역 등에 수출되고 있다. 배양근이나 농축액 제품과는 달리 산양삼 원액을 사용하고 산양삼 1뿌리가 통째로 들어가 있다.,계룡산 산삼주 금수강산 40% 
341,제주어로 함께 같이라는 뜻이 담긴 혼디주. 열을 가한 농축액이 아니라 착즙한감귤즙을 그대로 발효시켜 상큼한 맛과 향을 느낄 수 있다. 특히 서귀포 감귤연구소에서 개발하여 특허를 받은 감귤효모를 사용하여 발효를 하였고 누룩을 사용하지 않아 발효에서 나는 특유의 냄새가 없고 감귤의 산뜻한 풍미를 느낄 수 있다.,혼디주 
342,백자(栢子)란 잣나무 열매인 실백 곧 잣을 가리킨다. 백자주는 이 잣을 이용하여 빚은 술로 우리나라 과실주 중 가장 오래된 것으로 알려져 있다. 고려시대부터 있었던 술로 한림별곡에도 나오고 요록 역주방문 등 다양한 문헌에 기록되어 있다. 기운이 허한데 좋다고 하여 고려 명종이 즐겨 마신 술이라고 한다. 제조사 산수양조장에서는 강원도 홍천에서 난 물과 쌀 잣으로 산수양조장만의 백자주를 선보이고 있다.,백자주 
343,경상북도 울진군에서 생산되는 막걸리이며 할아버지에서 손자에 이르기까지 3대에 걸쳐 약 90여년이라는 시간을 통해 그 내력을 이어오고 있는 제품이다. 자연환경생태보존지역인 울진의 깨끗한 자연환경에서 선물 받은 맑고 깨끗한 지하 암반수와 엄선된 원료 그리고 현대적인 위생시설에서 정성을 더하여 만들고 있다. 다른 막걸리 제품과는 달리 막걸리 본연의 맛을 유지하기 위해 알코올 도수 7%를 유지하고 있으며 천연탄산의 청량감과 새콤달콤한 맛의 특징을 가지고 있다.,미소 생막걸리 
344,농업회사법인(주)청산녹수에서 생산하고 있는 제품으로 막걸리 본연의 맛을 간직한 제품이다. 전남 장성군의 자랑인 편백나무숲 맑은 공기와 청정한 물 국내산 쌀과 전통누룩으로 빚어 저온에서 숙성한 제품이다. (주)청산녹수만의 전통 누룩을 사용하여 은은한 바나나 향과 부드러운 질감이 특징이다.,청산녹수 생탁주 
345,감그린 레귤러는 경북 청도의 특산물인 씨 없는 감으로 만든 한국와인이다. 감 특유의 떫은 맛 달콤한 맛 신맛이 조화를 이루어 포도와인과는 다른 색다른 향과 풍미를 자아낸다. 감이 발효되었을 때 생기는 아로마향과 부케향이 특징이며 식전주로도 손색이 없어 동서양의 요리와도 잘 어울리는 감와인이다. 청도감와인은 2005년 부산APEC정상회의 만찬주 특히 제17~18대 대통령 취임 건배주로 선정 되는 등 수 차례 정부 공식 행사주로 선정되었다.,감그린 레귤러 
346,마셔블랑은 제주산 한라봉을 착즙하여 만든 제주 특산 화이트와인이다. 향긋한 한라봉의 향과 달콤한 맛 그리고 드라이한 끝 맛이 특징이다. 원료와 효모는 제조사에서 생산하는 혼디주와 동일하나 한라봉을 착즙하여 첨가하여 싱그러움을 더한 제품이다. 저온 장기 발효와 숙성공법으로 만들어져 달콤하고 부드러운 맛과 한라봉 특유의 청량한 느낌의 향이 풍부하다.,마셔블랑 
347,품질을 위한 엄격한 재배로 안성시에서 품질을 보증하고 있는 안성마춤쌀을 사용하여 술을 빚는다. 안성마춤쌀을 가까로운 조정기술로 도정하였고 지하 150m를 사용하여 빚은 정통 막걸리이다. 일반적으로 막걸리 제조에 사용되는 국산 고미(古米)가 아닌 당해년도 햅쌀만을 사용하여 최상의 품질을 유지하였다. 생쌀발효막걸리는 필수아미노산을 포함한 각종 영양소가 풍부하고 증자 시 발생하는 아세트 알데히드 성분을 최소화 시켜 두통과 숙취가 없으며 부드럽고 깨끗한 맛을 낸다.,안성마춤 생막걸리 
348,르깔롱은 추성주로 22대 대한민국 식명인에 지정된 양대수 명인이 출시한 젊은감각의 전통주이다. 담양대나무죽력과 멜론 코코넛향 등 첨가물들의 어울림으로 다양한 맛과 향이 있는 조화로운 리큐르주이다. 오렌지주스나 에너지음료 등으로 다양한 칵테일을 만들 수 있는 메인주류로써 풍부한 향과 풍미가 있는 술이다. 국내 클럽에서 주로 판매되는 수입주류를 대체할 수 있는 최초의 클럽용 전통주로써 위축된 전통주 시장을 활성화 시킬수 있는 발판을 마련했다.,르깔롱 
349,해방주는 대게의 고장으로 알려진 경북 영덕에 위치한 영덕주조에서 지역 특산물인 해방풍을 첨가하여 빚은 약주를 증류한 제품이다. 영덕 앞 바다에 떠오르는 태양빛을 닮은 색에 단맛과 신맛이 조화를 이루고 있다. 제조사 영덕주조는 대한민국 우리술 품평회에서 다양한 제품으로 우수한 성적을 거둔 곳으로 막걸리 약주 증류주 등 기능성재료를 활용하여 제품의 맛과 더불어 건강까지도 챙길 수 있는 술을 빚어내고 있다.,해방주 18.8% 
350,감악산 머루주는 100% 국내산 산머루로 만들어 전통옹기에서 3년 이상을 숙성한 프리미엄 머루주이다. 돌산을 쪼개에 직접 가꾼 서늘한 지하 속성 터널에서 전통옹기에서 숙성하는데 전통옹기는 용기 자체가 숨을 쉬어 오크통에서 숙성한 와인에 비해 맛과 향이 색다르다. 일교차가 크고 토질이 비옥한 경기도 파주에서 재배한 머루는 당도가 높고 신맛과 단맛이 조화롭다.,감악산 머루주 
351,천년주는 대게의 고장으로 알려진 경북 영덕에 위치한 영덕주조에서 지역 특산물인 천년초를 첨가하여 빚은 증류주이다. 붉은 천년초의 열매가 첨가되어 옅은 붉은 빛을 띄고 있다. 오랜 시킨 발효숙성하여 천년주 특유의 맛과 향취를 자아낸다. 알코올 도수 25%로 다소 높지만 천년초의 은은한 향기와 오랜 숙성을 통해 부드러운 목 넘김을 자랑한다. 제조사 영덕주조는 대한민국 우리술 품평회에서 다양한 제품으로 우수한 성적을 거둔 곳으로 막걸리 약주 증류주 등 기능성재료를 활용하여 제품의 맛과 더불어 건강까지도 챙길 수 있는 술을 빚어내고 있다.,천년주 
